,OBJECTID,COD_SIG,INF_NOME,INF_MORADA,FREGUESIA,INF_TELEFONE,INF_EMAIL,INF_SITE,INF_DESCRICAO,INF_FONTE,INF_ACTIVO,GlobalID,geometry
171,177,344,Bedeteca Municipal de Lisboa,Rua Cidade de Lobito Bedeteca R/C,Olivais,21 853 66 76,geral@bedeteca.com,www.bedeteca.com,"Instalada no Palácio do Contador-Mor, o qual faz parte da quinta do mesmo nome, conservada intencionalmente aquando da urbanização dos Olivais Sul e recuperada pela Câmara Municipal, mantém ainda no vértice da fachada a pedra de armas dos Van-Zeller, família que esteve associada ao cargo de contador-mor até à sua extinção, advindo daí a sua designação. A quinta tem sido identificada com a descrição feita por Eça de Queirós nos Maias, como a ''Toca'', cenário dos amores de Maria Eduarda e Carlos da Maia. A Bedeteca inclui  um espaço multimédia, equipado com uma videoteca e fonoteca, livraria, auditório e espaço de exposições. Acolhe também a Quinta Pedagógica dos Olivais, espaço de passeio que recria o ambiente de uma quinta com os seus diversos animais. 
",www.bedeteca.com/,1,fe2df08a-5f71-4129-abef-457eb1f32b14,POINT (-9.1130909829686 38.7636296549348)
172,178,345,Centro de Documentação e Informação da Escola Nacional de Saúde Pública,Avenida Padre Cruz Escola Nacional de Saúde Pública R/C,Lumiar,21 751 21 00,academicos@ensp.unl.pt,www.ensp.unl.pt,,www.ensp.unl.pt,1,5864d0d4-7b17-4978-a23a-08616a315e86,POINT (-9.1630885625153 38.7641133632539)
173,179,346,Biblioteca Professor Morais Barbosa - ISEC,Alameda das Linhas de Torres 179 (ISEC) R/C,Lumiar,21 754 13 10,info@isec.universitas.pt,www.isec.universitas.pt,"A Biblioteca possui temas de interesse para os alunos do ISEC, encontrando-se dividida por 81 áreas.
",www.isec.universitas.pt,1,7575adba-ae0f-4d66-b6d4-b3022daf35ab,POINT (-9.16037651921923 38.7695927309338)
174,180,347,Biblioteca Natália Correia,"Centro Social Polivalente
Rua do Rio Cávado, 3 
Bairro Padre Cruz",Carnide,+351 218 054 526,biblioteca.carnide@jf-carnide.pt,CML - Rede BLx,"A Biblioteca  Natália Correia, dedicada àquela que foi uma grande figura da vida, da poesia e da Literatura Portuguesa Contemporânea, enquanto equipamento de base fundamental e indispensável, está voltada para novas realizações assentes nas novas tecnologias de informação e comunicação, que permitem a articulação dos textos de forma interactiva e interdisciplinar com todos os novos suportes. A Divisão de Bibliotecas e Documentação do Pelouro da Cultura da Câmara Municipal de Lisboa constituiu um Fundo Bibliográfico de Gastronomia, depositado na Biblioteca  Natália Correia, que se encontra em franco e constante crescimento e já compreendia no Mês de Maio de 1999, cerca de 700 espécies bibliográficas que se oferecem à investigação dos estudiosos ou à simples consulta dos leitores amantes da Gastronomia. Este Fundo Bibliográfico de cozinha e Gastronomia, sobre a Gastronomia Portuguesa olhada, durante muito tempo, como parente pobre das outras manifestações artísticas e materiais que o povo português forjou ao longo dos séculos da sua existência, é hoje reconhecida como importante elemento das nossas identidade e herança culturais, na compreensão de que os modos, usos e costumes da cozinha e da mesa se revelam factores indissociáveis da própria personalidade e vida das comunidades e regiões diversificadas de Portugal devendo, por isso mesmo, ser tomada como jóia preciosa do nosso Património Cultural.
",CML - Rede BLx,1,2bec666b-1908-41e6-8997-6e55ac68b4ea,POINT (-9.1912374268411 38.7699046604459)
175,181,348,Biblioteca Academia Portuguesa de História,Alameda das Linhas de Torres 198 R/C,Lumiar,21 754 90 60,geral@academiaportuguesadahistoria.gov.pt,http://academiaportuguesadahistoria.gov.pt,,-,1,f1b94046-10da-4c49-8dc3-24c164fb72ca,POINT (-9.1596524760667 38.770441473186)
176,182,349,Biblioteca David Mourão-Ferreira,"Rua Padre Abel Varzim, 7 D
Bairro Casal dos Machados",Parque das Nações,+351 210 311 710,bib.dmferreira@jf_parquedasnacoes.pt,http://blx.cm-lisboa.pt,"Aberta desde 21 de Abril de 1999. Biblioteca de referência, livros e multimédia; bibliografia de David Mourão-Ferreira e estudos sobre o autor. Sala vocaccionada para a literatura dirigida a crianças e jovens até aos 14 anos. Tem também uma Sala de Exposições.
",CML - Rede BLx,1,3049f6f6-05af-4ce4-ad12-9d8c1496956b,POINT (-9.1042350125495 38.7724108601142)
177,183,350,Biblioteca Central do INETI,Estrada do Paço do Lumiar 24 (Edif L) R/C,Lumiar,21 092 46 00/1,atendimento@ineti.pt,www.ineti.pt,"A Biblioteca Central do INETI, localizada no CITI, gere a rede de bibliotecas do INETI que engloba 12 bibliotecas departamentais, contendo um fundo documental constituido por colecções de obras de referência, de livros e de revistas de ciência e tecnologias, de ciências sociais e humanas, num total de cerca de 20.000 monografias e 400 títulos de publicações períodicas. Esta biblioteca disponibiliza ainda a INETIBASE - base de dados bibliográfica do fundo documental do INETI, actualizada diariamente. Na sala de leitura, faculta-se o empréstimo do fundo documental do INETI (exceptuando publicações periódicas e obras de referência) a utilizadores internos que possuam cartão de leitor. Este cartão pode ser solicitado nesta biblioteca.Esta Biblioteca disponibiliza ainda a INETIBASE - base de dados bibliográfica do fundo documental do INETI, actualizada diariamente.Na sala de leitura, faculta-se o empréstimo do fundo documental do INETI (exceptuando publicações periódicas e obras de referência) a utilizadores internos que possuam cartão de leitor. Este cartão pode ser solicitado nesta biblioteca.",,1,0df97976-0611-4df4-b502-2df12c941728,POINT (-9.17655695967636 38.7726198168754)
178,184,351,Biblioteca do Museu Nacional do Teatro e da Dança,"Estrada do Lumiar,10",Lumiar,+351 217 567 416,,http://www.museudoteatroedanca.pt/ ,"A Biblioteca do Museu Nacional do Teatro encontra-se instalada no edifício principal do Museu -  Palácio do Monteiro-Mor - desde 1985, ano de inauguração do mesmo. Constituída, inicialmente, a partir de três importantes bibliotecas privadas, a de Amélia Rey-Colaço, de Francisco Ribeiro (Ribeirinho) e de António Magalhães  e do valioso fundo documental do antigo Grémio dos Artistas Teatrais (em depósito), tem sido gradualmente complementada e enriquecida com outros importantes núcleos bibliográficos, grande parte deles doados, dos quais se destacam os dos atores Manuel Santos Carvalho, Paulo Renato, Rogério Paulo, Vasco Santana e Henrique Santana e Mário Viegas, das atrizes Hortense Luz, Maria Helena Matos e Graça Lobo, do Prof. Adelino da Palma Carlos e da Prof. Ana Hatherly, e ainda de Eduardo Quinhones, João Moura e Francisco Baptista Russo. Em paralelo, recorre sistematicamente a aquisições em livreiros e alfarrabistas, quer com o objetivo de manter as suas coleções atualizadas, quer com o objetivo de as completar. A Biblioteca do Museu Nacional do Teatro é uma biblioteca especializada, reunindo documentação na área do Teatro e das Artes do Espectáculo. Tem por objetivo fundamental responder às necessidades de estudo, de investigação e pesquisa dos seus utilizadores, disponibilizando toda a informação existente na área da sua especialidade. Faz parte integrante do Museu, dando apoio à organização das exposições e aos respetivos projetos editoriais. Aberta ao público desde 1994 é, atualmente, uma das mais importantes bibliotecas portuguesas no domínio das artes do espectáculo, dispondo de mais de 35.000 monografias e cerca de 600 títulos de periódicos. O catálogo geral da biblioteca, inicialmente dactilografado e organizado, apenas, por autor (monografias) e por título (publicações periódicas), encontra-se parcialmente informatizado, sendo possível a pesquisa por autor, título, assunto, cota, coleção, data de publicação, data de catalogação e tipo de documento. Muitas destas obras são primeiras edições ou edições raras, frequentemente anotadas pelo autor ou pelo encenador, autografadas com dedicatória, o que as tornam num valioso património bibliográfico, não havendo, por isso, livre acesso às estantes nem empréstimo domiciliário. Contudo, os utilizadores têm acesso, através de seleção por catálogo e unicamente para consulta local, à quase totalidade dos fundos que constituem o acervo da biblioteca, para além de poderem ainda consultar outro tipo de documentos que constituem os fundos especiais, dos quais se destaca a coleção de programas.",-,1,f5fb453a-bb0a-4d5f-8e07-e3cc5182b429,POINT (-9.16846402399861 38.7742549670297)
179,185,352,Biblioteca Museu Nacional Traje,Largo Júlio de Castilho,Lumiar,+351 217 567 620,mntraje@mntraje.dgpc.pt ,http://www.museudotraje.gov.pt,"Oferece um vasto acervo bibliográfico, nacional e estrangeiro, sobre a História do Traje e Acessórios, especificamente obras referentes à História Geral da Indumentária, Psicossociologia do Vestir, História da Moda no séc. XX (incluindo moda portuguesa),Acessórios do Traje, História da Ourivesaria e Joalharia (portuguesa e estrangeira),Traje Circunstancial (de gravidez, batizado, casamento, enterro, etc.),História do Traje Popular e Regional (português e estrangeiro),entre outras.",-,1,076a55c2-94bf-4179-9ae9-ff1c78d29418,POINT (-9.16483445782315 38.77515756282)
180,186,353,Biblioteca Maria Keil,Rua Maria José da Guia 8 R/C Loja B,Lumiar,21 758 92 80,bib.mkeil@cm-lisboa.pt,http://blx.cm-lisboa.pt,,CML - Rede BLx,1,2e0a6192-5c41-43f5-b1a9-5c99f0934451,POINT (-9.1522187659454 38.7770013649156)
181,187,354,Biblioteca do Instituto Geográfico do Exército,Avenida Doutor Alfredo Bensaúde IGOE R/C,Olivais,21 850 53 00,igeoe@igeoe.pt,www.igeoe.pt,,www.igeoe.pt,1,be84c7eb-c741-4d01-8984-3cedaf5ca3b0,POINT (-9.1138698838198 38.7783584745839)
182,188,355,Biblioteca e Centro de Documentação Inst. Superior de Gestão,Rua Vitorino Nemésio 5,Santa Clara,21 751 3747,informacoes@isg.pt,www.isg.pt,"Temas disponíveis História, informação política, relações internacionais, gestão de recursos humanos, gestão geral, gestão comercial e marketing, economia, direito, fiscalidade, informática e tecnologias da informação, ciências do comportamento, matemática.",www.isg.pt,1,e91afddc-eb55-48c8-b161-aa3af24a899a,POINT (-9.16080135013299 38.7815528453781)
183,189,202001007001,Biblioteca de Alcântara,"Rua José Dias Coelho, 27-29",Alcântara,218173730,bib.alcantara@cm-lisboa.pt,,,CML - Rede BLx,1,c17f8533-2f77-474b-9347-9b1d84ccf65d,POINT (-9.17783766528358 38.7064003129323)
184,191,34961,Casa do Jardim da Estrela,"Jardim Guerra Junqueiro, Coreto",Estrela,218174987,bib.jardimestrela@cm-lisboa.pt,,,CML - Rede BLx,1,d6043416-8b99-4d82-9df4-9f75bc51ebb9,POINT (-9.15923193811284 38.7151117120304)
185,321,4873,Biblioteca - Quiosque do Jardim da Estrela,Jardim da Estrela,Estrela,911801317,biblioteca@jf-estrela.pt,https://blx.cm-lisboa.pt/,,CML - Rede BLX,1,ef905f97-cdeb-4bb3-bb0f-6b1f6d3669b6,POINT (-9.15816062604686 38.7152115254646)
